marker,R1,R2,R3,R4
41,0.6425079775243415,0.6236674078946579,0.6250052792953138,0.6373597172221458
41,0.6241777781639586,0.6132778938033117,0.6136876502879227,0.6184497504954368
41,0.6190896023692523,0.6112888618216321,0.611721559027181,0.6168648422758208
41,0.6196416908585712,0.6108563836069484,0.6107296613430242,0.616546937201479
41,0.39764556330128403,0.3647391301707513,0.3636993658781765,0.3941394635448354
41,0.3970099413240664,0.3634467897188168,0.3637194472229913,0.39101438112348186
41,0.38430935628159896,0.35544766668529554,0.3554422041378573,0.3770470914477751
41,0.3544447132257753,0.337907132459668,0.3371908105338132,0.35043609003325155
41,0.3490720168833517,0.34833407221004886,0.34652460304696836,0.35174728174156816
41,0.3498566498916676,0.3486617839282315,0.3458703766300604,0.3521633550214179
41,0.35277436163126924,0.34874944484307907,0.34709940881314527,0.3524736543389833
41,0.5794437171365282,0.6044736451598771,0.6023831274308721,0.6152729280269381
41,0.506048543179823,0.48379940694471124,0.48092098729136296,0.5022183563315209
41,0.4962113249573468,0.47590228800523315,0.4758163707661745,0.4955778477392961
41,0.47984872496687264,0.4656348059472136,0.4651481998778967,0.4796402714839067
41,0.468705736691433,0.4585423306813072,0.45726973842734964,0.4683568912681064
41,0.4647766867437771,0.45726886465515537,0.4563996373839312,0.4669935578541148
41,0.3175477935579762,0.30169731869299754,0.29921951441001815,0.31259049708083825
41,0.3176256110517679,0.3033414604529593,0.3018890952944407,0.3165603479063174
41,0.3250355273291888,0.322472483376764,0.3203237573179587,0.32503005523481854
41,0.3178863151922406,0.31813794736124673,0.3145670040976891,0.3169335139140377
41,0.31598840745881024,0.31628022743664863,0.3141306192260266,0.31614053301548406
41,0.31454241200897526,0.3166729654057444,0.31413994111326865,0.31656926793871254
41,0.8258262792008063,0.9015106305857754,0.8985279213931581,0.9098982015059803
41,0.9184188038009985,1.0047709425098408,1.0010245663394401,0.9214123917841522
41,0.6444284919070532,0.6103431736780822,0.6099132274861642,0.6409522259280402
41,0.6455716368455178,0.6141137279343154,0.6144848470592759,0.6442327930399611
41,0.6308661083782691,0.6025581622755379,0.6030372506629408,0.6302099152811836
41,0.623245776254079,0.597911682154212,0.5986480391611938,0.62242869705312
41,0.6157311692799844,0.5925828168417725,0.592187983408895,0.6144787992642735
41,0.57093184870142,0.5638182419759377,0.5650328585446983,0.5725646661205893
41,0.5647627194956228,0.5606479563447382,0.5611012769666186,0.5661577388669032
41,0.563584350465782,0.5594573557449134,0.5598057770619294,0.5644748087312371
41,0.5608558197243866,0.5582584607500632,0.558942659931681,0.563357511660288
